file,profile,policy,seed,belief_ttl,max_observations,sensor_mode,device,learned_model,mission_success,safe_success,unsafe_crossing,wrong_detour,observation_count,replan_count,stale_count,path_length,viewpoint_travel,brier_score,final_entropy,information_gain_per_meter,unresolved_gate_entries,dynamic_intercepted,avg_sensor_corruption_ms,avg_perception_ms,elapsed_seconds,simulation_steps
fixed-multiview__view-dependent-occlusion__seed-20000.json,view-dependent-occlusion,fixed-multiview,20000,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,True,3,0,0,10.512000000000008,5.456000000000004,0.25,1.0,0.0,0,False,128.6339111328125,14.647536218166351,2.7158050518482924,687
fixed-multiview__view-dependent-occlusion__seed-20001.json,view-dependent-occlusion,fixed-multiview,20001,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,8.752000000000006,5.312000000000004,0.006569644136584971,0.46485132001209506,0.12572346529110326,0,False,120.99905157089233,179.46583837270737,3.5096269138157368,577
fixed-multiview__view-dependent-occlusion__seed-20002.json,view-dependent-occlusion,fixed-multiview,20002,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,True,3,0,0,8.752000000000006,5.312000000000004,0.25,1.0,0.0,0,False,117.56154648462932,14.138576408227285,2.5030824411660433,577
fixed-multiview__view-dependent-occlusion__seed-20003.json,view-dependent-occlusion,fixed-multiview,20003,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,8.752000000000006,5.312000000000004,0.06104525872500103,0.8387026210819089,0.04363713899724531,0,False,120.53423150380452,184.600287993749,3.543416228145361,577
fixed-multiview__view-dependent-occlusion__seed-20004.json,view-dependent-occlusion,fixed-multiview,20004,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,11.568000000000008,8.320000000000006,3.860775828987535e-05,0.005290386767631193,0.11989800296592874,0,False,96.3356876373291,13.79428251584371,2.7508370857685804,753
fixed-multiview__view-dependent-occlusion__seed-20005.json,view-dependent-occlusion,fixed-multiview,20005,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,8.752000000000006,5.312000000000004,0.04249711006881057,0.7752097433213276,0.059411054406272375,0,False,100.96149969100952,183.11945962905884,3.309815101325512,577
fixed-multiview__view-dependent-occlusion__seed-20006.json,view-dependent-occlusion,fixed-multiview,20006,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,9.056000000000006,5.312000000000004,0.0005286805334130206,0.1980773762323972,0.16834146351462176,0,False,116.61913553873698,15.223695079485575,2.9006198216229677,596
fixed-multiview__view-dependent-occlusion__seed-20007.json,view-dependent-occlusion,fixed-multiview,20007,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,13.37600000000001,8.320000000000006,0.0020354566802818224,0.027912513278956403,0.12448819564643487,0,False,109.55763149261475,174.86321959892908,3.8483975157141685,866
fixed-multiview__view-dependent-occlusion__seed-20008.json,view-dependent-occlusion,fixed-multiview,20008,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,9.056000000000006,5.312000000000004,0.0004030292669536802,0.17942049241369973,0.1707662968256015,0,False,97.72772415479024,14.079322516918182,3.0098461769521236,596
fixed-multiview__view-dependent-occlusion__seed-20009.json,view-dependent-occlusion,fixed-multiview,20009,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,9.984000000000007,6.544000000000005,0.010336370004490524,0.5329647577090137,0.09146524217163064,0,False,109.38168597221375,13.99709955851237,2.916705720126629,654
fixed-multiview__view-dependent-occlusion__seed-20010.json,view-dependent-occlusion,fixed-multiview,20010,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,11.568000000000008,8.320000000000006,0.0058841809504628214,0.0776879469903098,0.11883900718518708,0,False,110.65275434652965,13.915438830852509,3.159598695114255,753
